"","1","2","3","4","5"
"早期",0,0,0.00624174219055743,0,0
"有機",0,0,0.00355357014754667,0.00969629409452833,0
"自用車",0,0,0.00624174219055743,0,0
"自我",0,0,0.00624174219055743,0,0
"行走",0,0,0.00624174219055743,0,0
"行車",0,0,0.00355357014754667,0,0.00359219591002001
"行駛",0,0,0.00710714029509335,0,0.00359219591002001
"行駛路線",0,0,0.00624174219055743,0,0
"克服",0,0,0.00624174219055743,0,0
"完全",0,0,0.00624174219055743,0,0
"完成",0,0,0.00624174219055743,0,0
"希望",0,0,0.00624174219055743,0,0
"投資",0,0,0.00355357014754667,0,0.00359219591002001
"更廣",0,0,0.00624174219055743,0,0
"汽車",0,0,0.01066071044264,0,0.01077658773006
"系統",0,0,0.00594327092069521,0.00180187186837703,0.00200262389719078
"系統控制",0,0,0.00624174219055743,0,0
"系統對",0,0,0.00624174219055743,0,0
"車子",0,0,0.00624174219055743,0,0
"車分",0,0,0.00624174219055743,0,0
"車用",0,0,0.0124834843811149,0,0
"車到",0,0,0.00624174219055743,0,0
"車則",0,0,0.00624174219055743,0,0
"車載",0,0,0.043692195333902,0,0
"車輛",0,0,0.02132142088528,0,0.00359219591002001
"巡航",0,0,0.00624174219055743,0,0
"使用者",0,0,0.00355357014754667,0,0.00359219591002001
"來說",0,0,0.00396218061379681,0.00180187186837703,0.00200262389719078
"其實",0,0,0.0124834843811149,0,0
"取成",0,0,0.00624174219055743,0,0
"受關",0,0,0.00624174219055743,0,0
"固定",0,0,0.0124834843811149,0,0
"定速巡航",0,0,0.00624174219055743,0,0
"所謂",0,0,0.00624174219055743,0,0
"法規",0,0,0.00624174219055743,0,0
"的布",0,0,0.00624174219055743,0,0
"表示",0,0,0.00624174219055743,0,0
"近忖",0,0,0.00624174219055743,0,0
"近成",0,0,0.00624174219055743,0,0
"近托",0,0,0.00624174219055743,0,0
"近況",0,0,0.00624174219055743,0,0
"長遠",0,0,0.00624174219055743,0,0
"則是",0,0,0.00624174219055743,0,0
"則需",0,0,0.00624174219055743,0,0
"城市規劃",0,0,0.00624174219055743,0,0
"客車",0,0,0.00624174219055743,0,0
"客服",0,0,0.00355357014754667,0.00323209803150944,0
"封閉",0,0,0.00624174219055743,0,0
"政府",0,0,0.00710714029509335,0.0129283921260378,0
"相異",0,0,0.00624174219055743,0,0
"相當",0,0,0.00355357014754667,0.00323209803150944,0
"看似",0,0,0.00624174219055743,0,0
"研發",0,0,0.0124834843811149,0,0
"研擬",0,0,0.0124834843811149,0,0
"要點",0,0,0.00624174219055743,0,0
"重要",0,0,0.00355357014754667,0,0.00359219591002001
"挾孕要",0,0,0.00624174219055743,0,0
"效果",0,0,0.00624174219055743,0,0
"特殊",0,0,0.0124834843811149,0,0
"能力",0,0,0.0124834843811149,0,0
"配備",0,0,0.00624174219055743,0,0
"高等級",0,0,0.00624174219055743,0,0
"停車",0,0,0.00624174219055743,0,0
"動均",0,0,0.00624174219055743,0,0
"區域",0,0,0.00355357014754667,0.00323209803150944,0
"參與",0,0,0.00624174219055743,0,0
"商用",0,0,0.00624174219055743,0,0
"國家",0,0,0.00355357014754667,0.00323209803150944,0
"專用",0,0,0.0124834843811149,0,0
"專用道",0,0,0.00624174219055743,0,0
"強大",0,0,0.00624174219055743,0,0
"強調",0,0,0.00624174219055743,0,0
"惘國",0,0,0.00624174219055743,0,0
"惘裝",0,0,0.00624174219055743,0,0
"惆醚",0,0,0.00624174219055743,0,0
"控制",0,0,0.00624174219055743,0,0
"接管",0,0,0.00624174219055743,0,0
"產囿",0,0,0.00624174219055743,0,0
"眸布",0,0,0.00624174219055743,0,0
"莫不",0,0,0.00624174219055743,0,0
"處理器",0,0,0.00624174219055743,0,0
"販售",0,0,0.00355357014754667,0.00323209803150944,0
"貨運",0,0,0.00624174219055743,0,0
"貨運車",0,0,0.00624174219055743,0,0
"這波產",0,0,0.00624174219055743,0,0
"部份",0,0,0.00624174219055743,0,0
"備有",0,0,0.00624174219055743,0,0
"單位",0,0,0.00355357014754667,0.00323209803150944,0
"場所",0,0,0.0124834843811149,0,0
"晶片",0,0,0.00624174219055743,0,0
"期望",0,0,0.00624174219055743,0,0
"測試",0,0,0.0124834843811149,0,0
"發眸離",0,0,0.00624174219055743,0,0
"短期",0,0,0.00624174219055743,0,0
"短期內",0,0,0.00355357014754667,0,0.00359219591002001
"等級",0,0,0.0686591640961317,0,0
"街道",0,0,0.00624174219055743,0,0
"買單",0,0,0.00624174219055743,0,0
"雲端",0,0,0.00355357014754667,0.00323209803150944,0
"傳輸",0,0,0.00624174219055743,0,0
"僅是",0,0,0.00624174219055743,0,0
"感測器",0,0,0.00624174219055743,0,0
"愈大",0,0,0.00624174219055743,0,0
"搭配",0,0,0.00624174219055743,0,0
"新巧",0,0,0.00624174219055743,0,0
"新布",0,0,0.00624174219055743,0,0
"椰辛",0,0,0.00624174219055743,0,0
"殿展",0,0,0.00624174219055743,0,0
"當在",0,0,0.00624174219055743,0,0
"試乘",0,0,0.00624174219055743,0,0
"路上",0,0,0.00624174219055743,0,0
"路況",0,0,0.00624174219055743,0,0
"路段",0,0,0.0124834843811149,0,0
"運輸工具",0,0,0.00624174219055743,0,0
"雷達",0,0,0.00624174219055743,0,0
"電子",0,0,0.0187252265716723,0,0
"電腦",0,0,0.0499339375244594,0,0
"電影",0,0,0.00624174219055743,0,0
"實淺",0,0,0.00624174219055743,0,0
"實際上",0,0,0.00624174219055743,0,0
"實驗",0,0,0.00624174219055743,0,0
"對於",0,0,0.00710714029509335,0.00646419606301889,0
"熒者",0,0,0.00624174219055743,0,0
"監管",0,0,0.00624174219055743,0,0
"精密",0,0,0.00624174219055743,0,0
"網路",0,0,0.00624174219055743,0,0
"製造商",0,0,0.00624174219055743,0,0
"輔助",0,0,0.0124834843811149,0,0
"障礙",0,0,0.00624174219055743,0,0
"價錢",0,0,0.00624174219055743,0,0
"廠商",0,0,0.0249669687622297,0,0
"數字",0,0,0.00624174219055743,0,0
"模組",0,0,0.0124834843811149,0,0
"範圍",0,0,0.00624174219055743,0,0
"適應",0,0,0.00624174219055743,0,0
"駕駛",0,0,0.0568571223607468,0,0.02514537137014
"學習",0,0,0.00355357014754667,0.00323209803150944,0
"導航系統",0,0,0.00624174219055743,0,0
"擁有",0,0,0.00624174219055743,0,0
"整合式",0,0,0.00624174219055743,0,0
"機楔",0,0,0.00624174219055743,0,0
"隨時",0,0,0.00624174219055743,0,0
"隨著釵",0,0,0.00624174219055743,0,0
"頭籌",0,0,0.00624174219055743,0,0
"優先",0,0,0.00624174219055743,0,0
"購買",0,0,0.00624174219055743,0,0
"還在",0,0,0.00624174219055743,0,0
"還有",0,0,0.00624174219055743,0,0
"穩定性",0,0,0.00624174219055743,0,0
"屬於",0,0,0.00624174219055743,0,0
"變數",0,0,0.00624174219055743,0,0
"3e37",0,0,0,0.00567708580657057,0
"623c",0,0,0,0.00567708580657057,0
"上路",0,0,0,0.00567708580657057,0
"大型",0,0,0,0.00567708580657057,0
"不論是",0,0,0,0.00567708580657057,0
"不錯",0,0,0,0.00567708580657057,0
"中心",0,0,0,0.00567708580657057,0
"中信",0,0,0,0.00567708580657057,0
"丰普",0,0,0,0.00567708580657057,0
"之進",0,0,0,0.00567708580657057,0
"井僂",0,0,0,0.00567708580657057,0
"互五",0,0,0,0.00567708580657057,0
"互補",0,0,0,0.00567708580657057,0
"今日",0,0,0,0.00567708580657057,0
"介肅眾",0,0,0,0.00567708580657057,0
"內容",0,0,0,0.00323209803150944,0.00359219591002001
"內部",0,0,0,0.00567708580657057,0
"公司",0,0,0,0.00567708580657057,0
"分章",0,0,0,0.00567708580657057,0
"分線",0,0,0,0.00567708580657057,0
"引用",0,0,0,0.00567708580657057,0
"手機",0,0,0,0.00567708580657057,0
"支付",0,0,0,0.00969629409452833,0.0179609795501
"方楫",0,0,0,0.00567708580657057,0
"比例",0,0,0,0.00323209803150944,0.00359219591002001
"王道",0,0,0,0.00567708580657057,0
"以忖",0,0,0,0.00567708580657057,0
"可能性",0,0,0,0.00567708580657057,0
"母野",0,0,0,0.00567708580657057,0
"玉山",0,0,0,0.00567708580657057,0
"用戶",0,0,0,0.0113541716131411,0
"先例",0,0,0,0.00567708580657057,0
"多台",0,0,0,0.00567708580657057,0
"多種",0,0,0,0.00567708580657057,0
"如今",0,0,0,0.0113541716131411,0
"如同",0,0,0,0.00567708580657057,0
"存取",0,0,0,0.00567708580657057,0
"存款",0,0,0,0.00567708580657057,0
"安排",0,0,0,0.00567708580657057,0
"百貨",0,0,0,0.0113541716131411,0
"而生",0,0,0,0.00567708580657057,0
"行為表",0,0,0,0.00567708580657057,0
"行員",0,0,0,0.00567708580657057,0
"行歲",0,0,0,0.00567708580657057,0
"西方",0,0,0,0.00567708580657057,0
"住房",0,0,0,0.00567708580657057,0
"佐證",0,0,0,0.00567708580657057,0
"利潤",0,0,0,0.00567708580657057,0
"完整",0,0,0,0.00567708580657057,0
"局面",0,0,0,0.0113541716131411,0
"每月",0,0,0,0.00567708580657057,0
"角度",0,0,0,0.00567708580657057,0
"身分",0,0,0,0.0227083432262823,0
"依據",0,0,0,0.00323209803150944,0.00359219591002001
"來看",0,0,0,0.00567708580657057,0
"來電",0,0,0,0.0113541716131411,0
"受惠",0,0,0,0.00567708580657057,0
"或野妞",0,0,0,0.00567708580657057,0
"法人",0,0,0,0.00567708580657057,0
"法案",0,0,0,0.00567708580657057,0
"的汛",0,0,0,0.00567708580657057,0
"的筆",0,0,0,0.00567708580657057,0
"芝麻",0,0,0,0.00567708580657057,0
"金服",0,0,0,0.00567708580657057,0
"長度",0,0,0,0.00567708580657057,0
"信用",0,0,0,0.0227083432262823,0
"便利性",0,0,0,0.00567708580657057,0
"客戶",0,0,0,0.0258567842520755,0.00359219591002001
"客戶服務",0,0,0,0.0113541716131411,0
"客源",0,0,0,0.00567708580657057,0
"怎樣",0,0,0,0.00567708580657057,0
"指令",0,0,0,0.00567708580657057,0
"政策",0,0,0,0.0113541716131411,0
"流絨計",0,0,0,0.00567708580657057,0
"洶湧",0,0,0,0.00567708580657057,0
"省去",0,0,0,0.0113541716131411,0
"若能",0,0,0,0.00567708580657057,0
"要求",0,0,0,0.0113541716131411,0
"負債",0,0,0,0.00567708580657057,0
"負擔",0,0,0,0.00567708580657057,0
"重複",0,0,0,0.00567708580657057,0
"值得",0,0,0,0.0113541716131411,0
"借鏡",0,0,0,0.00567708580657057,0
"個人",0,0,0,0.00567708580657057,0
"個體經濟",0,0,0,0.00567708580657057,0
"修正",0,0,0,0.00567708580657057,0
"時段",0,0,0,0.00323209803150944,0.00359219591002001
"租用",0,0,0,0.00567708580657057,0
"租車",0,0,0,0.00567708580657057,0
"酒店",0,0,0,0.00567708580657057,0
"偎信",0,0,0,0.00567708580657057,0
"偵測",0,0,0,0.00567708580657057,0
"參考",0,0,0,0.00567708580657057,0
"商機",0,0,0,0.00323209803150944,0.00718439182004001
"問題",0,0,0,0.00567708580657057,0
"國泰",0,0,0,0.00567708580657057,0
"密碼",0,0,0,0.00646419606301889,0.00359219591002001
"將可",0,0,0,0.00567708580657057,0
"將隊",0,0,0,0.00567708580657057,0
"將楔",0,0,0,0.00567708580657057,0
"將機",0,0,0,0.00567708580657057,0
"帶給",0,0,0,0.00567708580657057,0
"接觸",0,0,0,0.00567708580657057,0
"推薦",0,0,0,0.00567708580657057,0
"授權",0,0,0,0.00323209803150944,0.00359219591002001
"排班",0,0,0,0.00567708580657057,0
"教辰練",0,0,0,0.00567708580657057,0
"產楚",0,0,0,0.00567708580657057,0
"產楔",0,0,0,0.00323209803150944,0.00359219591002001
"產椰謀",0,0,0,0.00567708580657057,0
"產楊",0,0,0,0.00567708580657057,0
"產楫瑪烈",0,0,0,0.00567708580657057,0
"痊選",0,0,0,0.00567708580657057,0
"第二號",0,0,0,0.00567708580657057,0
"統計",0,0,0,0.00567708580657057,0
"累積",0,0,0,0.0113541716131411,0
"被隆",0,0,0,0.00567708580657057,0
"這些",0,0,0,0.0113541716131411,0
"這股",0,0,0,0.00567708580657057,0
"這座",0,0,0,0.00567708580657057,0
"通話",0,0,0,0.0113541716131411,0
"都將",0,0,0,0.00567708580657057,0
"最低",0,0,0,0.00567708580657057,0
"最重",0,0,0,0.00567708580657057,0
"最高",0,0,0,0.0113541716131411,0
"凱基",0,0,0,0.00567708580657057,0
"尋求",0,0,0,0.00567708580657057,0
"就是",0,0,0,0.00567708580657057,0
"普遍",0,0,0,0.0113541716131411,0
"期待",0,0,0,0.00323209803150944,0.00359219591002001
"登錄",0,0,0,0.00567708580657057,0
"結果",0,0,0,0.00567708580657057,0
"給予",0,0,0,0.00567708580657057,0
"註冊",0,0,0,0.00567708580657057,0
"評分",0,0,0,0.0113541716131411,0
"評等",0,0,0,0.0113541716131411,0
"詐欺",0,0,0,0.00567708580657057,0
"貸款",0,0,0,0.00567708580657057,0
"超過",0,0,0,0.0113541716131411,0
"鄉鎮",0,0,0,0.00567708580657057,0
"隊廙",0,0,0,0.00567708580657057,0
"隆隆",0,0,0,0.00567708580657057,0
"募資",0,0,0,0.00567708580657057,0
"微創",0,0,0,0.00567708580657057,0
"愈來愈",0,0,0,0.00323209803150944,0.00359219591002001
"愈來愈多",0,0,0,0.00567708580657057,0
"新進人員",0,0,0,0.00567708580657057,0
"楚群眾",0,0,0,0.00567708580657057,0
"椰孚",0,0,0,0.00567708580657057,0
"概鋮",0,0,0,0.00567708580657057,0
"歲福",0,0,0,0.00567708580657057,0
"毀握",0,0,0,0.00567708580657057,0
"溯霽釵",0,0,0,0.00567708580657057,0
"瑞典",0,0,0,0.0113541716131411,0
"萬人次",0,0,0,0.00567708580657057,0
"經手",0,0,0,0.00567708580657057,0
"經曳",0,0,0,0.00567708580657057,0
"話務",0,0,0,0.00567708580657057,0
"跨殿眺",0,0,0,0.00567708580657057,0
"過隆",0,0,0,0.00567708580657057,0
"過種",0,0,0,0.00567708580657057,0
"電子商務",0,0,0,0.00567708580657057,0
"零售",0,0,0,0.0113541716131411,0
"預測",0,0,0,0.0113541716131411,0
"旗下",0,0,0,0.00567708580657057,0
"演變",0,0,0,0.00567708580657057,0
"滿足",0,0,0,0.00567708580657057,0
"種類",0,0,0,0.00567708580657057,0
"管理",0,0,0,0.00323209803150944,0.00359219591002001
"與其",0,0,0,0.00567708580657057,0
"語音",0,0,0,0.00567708580657057,0
"辣馬",0,0,0,0.00567708580657057,0
"酵狳",0,0,0,0.00567708580657057,0
"酵珙馬",0,0,0,0.00567708580657057,0
"酵珥",0,0,0,0.00567708580657057,0
"數據",0,0,0,0.0484814704726417,0.0179609795501
"數據分析",0,0,0,0.00567708580657057,0
"模型",0,0,0,0.00567708580657057,0
"歐盟",0,0,0,0.00567708580657057,0
"潛力",0,0,0,0.00567708580657057,0
"學術研究",0,0,0,0.00567708580657057,0
"學費",0,0,0,0.00567708580657057,0
"機器",0,0,0,0.00567708580657057,0
"積電",0,0,0,0.00567708580657057,0
"縣市",0,0,0,0.00567708580657057,0
"螞蟻",0,0,0,0.00567708580657057,0
"輸入",0,0,0,0.00567708580657057,0
"錢戊",0,0,0,0.00567708580657057,0
"錢潮",0,0,0,0.00567708580657057,0
"隨著",0,0,0,0.00646419606301889,0.00359219591002001
"尷熙",0,0,0,0.00567708580657057,0
"濟及",0,0,0,0.00567708580657057,0
"購物",0,0,0,0.00567708580657057,0
"趨勢",0,0,0,0.0113541716131411,0
"禮服",0,0,0,0.00567708580657057,0
"簡單",0,0,0,0.00567708580657057,0
"豐碩",0,0,0,0.00567708580657057,0
"證券商",0,0,0,0.00567708580657057,0
"嚴格",0,0,0,0.00567708580657057,0
"礦山",0,0,0,0.0113541716131411,0
"競爭",0,0,0,0.00567708580657057,0
"變得",0,0,0,0.00567708580657057,0
"上半式",0,0,0,0,0.00630958721436783
"中所",0,0,0,0,0.00630958721436783
"元式",0,0,0,0,0.00630958721436783
"反映",0,0,0,0,0.00630958721436783
"反應",0,0,0,0,0.00630958721436783
"引進",0,0,0,0,0.00630958721436783
"心臟",0,0,0,0,0.00630958721436783
"方案",0,0,0,0,0.0126191744287357
"比較",0,0,0,0,0.00630958721436783
"可期",0,0,0,0,0.00630958721436783
"巨大",0,0,0,0,0.00630958721436783
"布局",0,0,0,0,0.00630958721436783
"本人",0,0,0,0,0.00630958721436783
"合孜發",0,0,0,0,0.00630958721436783
"多元",0,0,0,0,0.00630958721436783
"旬嚏",0,0,0,0,0.00630958721436783
"行為",0,0,0,0,0.00630958721436783
"行動",0,0,0,0,0.0252383488574713
"但釵",0,0,0,0,0.00630958721436783
"即可",0,0,0,0,0.0126191744287357
"快速",0,0,0,0,0.00630958721436783
"更替",0,0,0,0,0.00630958721436783
"求新",0,0,0,0,0.00630958721436783
"求變",0,0,0,0,0.00630958721436783
"決定",0,0,0,0,0.00630958721436783
"汽車廠",0,0,0,0,0.00630958721436783
"車主",0,0,0,0,0.00630958721436783
"車險",0,0,0,0,0.0315479360718392
"並不高",0,0,0,0,0.00630958721436783
"使得",0,0,0,0,0.00630958721436783
"取決",0,0,0,0,0.00630958721436783
"性別",0,0,0,0,0.00630958721436783
"服務供應商",0,0,0,0,0.00630958721436783
"爭鳴",0,0,0,0,0.00630958721436783
"近來",0,0,0,0,0.00630958721436783
"金錢",0,0,0,0,0.00630958721436783
"便利",0,0,0,0,0.00630958721436783
"保險費",0,0,0,0,0.00630958721436783
"指紋",0,0,0,0,0.00630958721436783
"挑戰",0,0,0,0,0.0126191744287357
"相較",0,0,0,0,0.00630958721436783
"穿戴",0,0,0,0,0.0126191744287357
"虹膜",0,0,0,0,0.00630958721436783
"計費",0,0,0,0,0.00630958721436783
"訂製",0,0,0,0,0.00630958721436783
"訂價",0,0,0,0,0.00630958721436783
"個別",0,0,0,0,0.0126191744287357
"時代",0,0,0,0,0.00630958721436783
"浪潮",0,0,0,0,0.0189287616431035
"消費",0,0,0,0,0.00630958721436783
"真正",0,0,0,0,0.00630958721436783
"真實",0,0,0,0,0.00630958721436783
"健康",0,0,0,0,0.0189287616431035
"動態",0,0,0,0,0.0126191744287357
"商滂",0,0,0,0,0.00630958721436783
"專利",0,0,0,0,0.00630958721436783
"推動",0,0,0,0,0.00630958721436783
"牽涉",0,0,0,0,0.00630958721436783
"符合實際",0,0,0,0,0.00630958721436783
"習慣",0,0,0,0,0.0126191744287357
"這波",0,0,0,0,0.00630958721436783
"通悼",0,0,0,0,0.00630958721436783
"最近",0,0,0,0,0.00630958721436783
"揭露",0,0,0,0,0.00630958721436783
"普及",0,0,0,0,0.00630958721436783
"無論是",0,0,0,0,0.00630958721436783
"量身",0,0,0,0,0.00630958721436783
"搶攻",0,0,0,0,0.00630958721436783
"楹熒",0,0,0,0,0.00630958721436783
"殿巨",0,0,0,0,0.00630958721436783
"煞車",0,0,0,0,0.00630958721436783
"經捧",0,0,0,0,0.00630958721436783
"經歷",0,0,0,0,0.00630958721436783
"裝置",0,0,0,0,0.0189287616431035
"資料",0,0,0,0,0.00630958721436783
"違規",0,0,0,0,0.00630958721436783
"實質",0,0,0,0,0.00630958721436783
"對民眾",0,0,0,0,0.00630958721436783
"監測",0,0,0,0,0.00630958721436783
"稱之為",0,0,0,0,0.00630958721436783
"精準",0,0,0,0,0.00630958721436783
"肇禍",0,0,0,0,0.00630958721436783
"與物",0,0,0,0,0.00630958721436783
"輕量",0,0,0,0,0.00630958721436783
"遠超過",0,0,0,0,0.00630958721436783
"增幼",0,0,0,0,0.00630958721436783
"層面",0,0,0,0,0.00630958721436783
"彈性",0,0,0,0,0.00630958721436783
"潮流",0,0,0,0,0.00630958721436783
"熱門",0,0,0,0,0.00630958721436783
"確實",0,0,0,0,0.00630958721436783
"諸多",0,0,0,0,0.00630958721436783
"整體",0,0,0,0,0.00630958721436783
"積極",0,0,0,0,0.00630958721436783
"靜態",0,0,0,0,0.00630958721436783
"優惠",0,0,0,0,0.00630958721436783
"聯合",0,0,0,0,0.00630958721436783
"聯網",0,0,0,0,0.0189287616431035
"臉部",0,0,0,0,0.00630958721436783
"雖然",0,0,0,0,0.00630958721436783
"擴及",0,0,0,0,0.0126191744287357
"轉化",0,0,0,0,0.00630958721436783
"醫療",0,0,0,0,0.00630958721436783
"醫療機構",0,0,0,0,0.00630958721436783
"蘆務楹",0,0,0,0,0.00630958721436783
"變化",0,0,0,0,0.00630958721436783
"變革",0,0,0,0,0.0126191744287357
